Country,Name,NumberOfRatings,Price,Rating,Region,Tipology,Winery,Year,_id
South Africa,"The Winemaster's Sauvignon Blanc 2018",567,6.3,3.7,Coastal Region,white,Nederburg,2018,60f33dad00b871aef2020888
France,Sancerre Blanc 2018,569,24,4,Sancerre,white,Domaine Vacheron,2018,60f33dad00b871aef2020889
Italy,Fiano Di Avellino 2018,570,11.49,3.8,Fiano de Avellino,white,Feudi di San Gregorio,2018,60f33dad00b871aef202088a
France,Chardonnay 2018,570,5.69,3.6,"Pays d'Oc",white,Les Jamelles,2018,60f33dad00b871aef202088b
Spain,Pazo das Bruxas 2018,571,12.09,3.8,Rías Baixas,white,Torres,2018,60f33dad00b871aef202088c
South Africa,Chenin Blanc 2019,575,5.95,3.8,Robertson,white,Arabella,2019,60f33dad00b871aef202088d
Chile,Chardonnay 2017,578,12.49,3.8,Casablanca Valley,white,Montes Alpha,2017,60f33dad00b871aef202088e
Italy,Molin Lugana 2015,579,16.59,3.8,Lugana,white,Cà Maiol,2015,60f33dad00b871aef202088f
Germany,Mosel Alte Reben Riesling 2016,580,17.35,4,Mosel,white,Markus Molitor,2016,60f33dad00b871aef2020890
Italy,Gewürztraminer 2018,583,11.6,4,Südtirol - Alto Adige,white,Cantina Kaltern,2018,60f33dad00b871aef2020891
France,Grande Réserve Sancerre Blanc 2018,583,26.04,3.9,Sancerre,white,Henri Bourgeois,2018,60f33dad00b871aef2020892
Germany,Riesling Trocken 2018,585,8.9,3.6,Pfalz,white,Reichsrat von Buhl,2018,60f33dad00b871aef2020893
Spain,As Sortes Val do Bibei Godello 2014,586,39.9,4.2,Valdeorras,white,Rafael Palacios,2014,60f33dad00b871aef2020894
Austria,Grüner Veltliner vom Haus 2017,587,8.69,3.8,Niederösterreich,white,Weingut R&A Pfaffl,2017,60f33dad00b871aef2020895
United States,Fumé Blanc 2016,590,20.96,3.7,Napa Valley,white,Robert Mondavi,2016,60f33dad00b871aef2020896
Italy,Colle dei Tigli Bianco del Veneto 2018,590,5.12,4,Veneto,white,Lenotti,2018,60f33dad00b871aef2020897
United States,Blindfold 2017,592,37.53,4.1,California,white,The Prisoner,2017,60f33dad00b871aef2020898
France,Grand Régnard Chablis 2018,596,36.9,4.3,Chablis,white,Régnard,2018,60f33dad00b871aef2020899
South Africa,Life from Stone Sauvignon Blanc 2019,597,12.57,4.2,Robertson,white,Springfield Estate,2019,60f33dad00b871aef202089a
Italy,Scaia Bianco (Garganega - Chardonnay) 2019,600,8.25,4.1,Veneto,white,"Tenuta Sant'Antonio",2019,60f33dad00b871aef202089b
France,Gentil 2018,601,9.6,3.8,Alsace,white,Hugel,2018,60f33dad00b871aef202089c
Chile,Chardonnay 2016,602,9.95,3.4,Colchagua Valley,white,Los Vascos,2016,60f33dad00b871aef202089d
United States,Chardonnay 2016,602,19.95,3.7,Central Coast,white,Game of Thrones,2016,60f33dad00b871aef202089e
Italy,Rossj-Bass Langhe 2017,605,83.15,4.2,Langhe,white,Gaja,2017,60f33dad00b871aef202089f
Germany,Riesling Trocken 2017,605,11.19,3.6,Pfalz,white,Reichsrat von Buhl,2017,60f33dad00b871aef20208a0
Brazil,Raízes Terroir Sauvignon Blanc 2016,606,10.5,3.7,Campanha,white,Casa Valduga,2016,60f33dad00b871aef20208a1
United States,Chardonnay 2015,612,24.5,4,Los Carneros,white,Buena Vista,2015,60f33dad00b871aef20208a2
South Africa,Signature Chenin Blanc 2019,615,6.5,3.7,Stellenbosch,white,Spier,2019,60f33dad00b871aef20208a3
Argentina,Torrontes 2019,617,13.15,3.8,Mendoza,white,Crios,2019,60f33dad00b871aef20208a4
Portugal,Contacto Alvarinho 2019,617,11.6,3.8,Monção e Melgaço,white,Anselmo Mendes,2019,60f33dad00b871aef20208a5
Portugal,Vinho Verde 2017,619,8.92,3.9,Vinho Verde,white,Casa de Vila Nova,2017,60f33dad00b871aef20208a6
France,Pouilly-Fuissé 2018,621,29.37,4.1,Pouilly-Fuissé,white,Louis Jadot,2018,60f33dad00b871aef20208a7
Portugal,Douro Duas Quintas Branco 2018,625,10.63,4,Douro,white,Ramos Pinto,2018,60f33dad00b871aef20208a8
United States,Panamera Chardonnay 2018,627,8.28,4.1,California,white,Story Ridge Vineyards,2018,60f33dad00b871aef20208a9
New Zealand,Sauvignon Blanc 2019,627,7.44,4,Marlborough,white,Silver Moki,2019,60f33dad00b871aef20208aa
France,Pouilly-Fumé 2018,627,22.3,4.1,Pouilly-Fumé,white,Pascal Jolivet,2018,60f33dad00b871aef20208ab
Portugal,Branco 2017,628,9.12,3.7,Lisboa,white,Porta 6,2017,60f33dad00b871aef20208ac
Spain,Rioja Blanco 2017,630,5.29,3.4,Rioja,white,Marqués de Cáceres,2017,60f33dad00b871aef20208ad
New Zealand,Sauvignon Blanc 2019,631,10.42,4.2,Marlborough,white,Dusky Sounds,2019,60f33dad00b871aef20208ae
Italy,Solosole Vermentino 2018,637,12.57,3.8,Bolgheri,white,Poggio Al Tesoro,2018,60f33dad00b871aef20208af
Germany,Riesling Trocken 2018,641,10.09,3.7,Nahe,white,Dönnhoff,2018,60f33dad00b871aef20208b0
Spain,Viña Sol Blanco 2018,642,11.69,3.5,Catalunya,white,Torres,2018,60f33dad00b871aef20208b1
Italy,Castello della Sala Conte della Vipera 2018,643,20.9,4.1,Umbria,white,Antinori,2018,60f33dad00b871aef20208b2
Greece,Assyrtiko Santorini 2018,651,26.95,4,Santorini,white,Domaine Sigalas,2018,60f33dad00b871aef20208b3
Spain,Rias Baixas Albarino 2018,651,9.5,3.9,Rías Baixas,white,Burgans,2018,60f33dad00b871aef20208b4
South Africa,Chardonnay - Pinot Noir 2018,654,12,3.8,Franschhoek,white,Haute Cabrière,2018,60f33dad00b871aef20208b5
Moldova,Chardonnay de Purcari 2018,654,10.98,4.1,South Eastern,white,Château Purcari,2018,60f33dad00b871aef20208b6
Italy,Pinot Grigio 2018,661,17.41,4,Venezia Giulia,white,Jermann,2018,60f33dad00b871aef20208b7
France,Ardèche Chardonnay 2017,667,7.31,3.6,Ardèche,white,Louis Latour,2017,60f33dad00b871aef20208b8
Germany,Haus Klosterberg Riesling Trocken 2018,672,9.9,4.1,Mosel,white,Markus Molitor,2018,60f33dad00b871aef20208b9
Italy,"Ca'Marcanda Vistamare Toscana 2016",676,41.9,4.2,Toscana,white,Gaja,2016,60f33dad00b871aef20208ba
United States,Chardonnay 2018,676,11.5,3.8,California,white,Robert Mondavi Private Selection,2018,60f33dad00b871aef20208bb
Australia,Koonunga Hill Chardonnay 2018,678,9.38,3.3,South Australia,white,Penfolds,2018,60f33dad00b871aef20208bc
France,Grand Ardèche Chardonnay 2017,679,10.63,4,Ardèche,white,Louis Latour,2017,60f33dad00b871aef20208bd
Spain,Verdejo 2019,680,10.95,3.9,Rueda,white,José Pariente,2019,60f33dad00b871aef20208be
Italy,"Ca'Marcanda Vistamare Toscana 2017",684,41.9,4.2,Toscana,white,Gaja,2017,60f33dad00b871aef20208bf
Spain,Blanco (Verdejo) 2019,691,6.89,3.6,Rueda,white,Marqués de Riscal,2019,60f33dad00b871aef20208c0
Australia,The Y Series Viognier 2018,704,11.9,3.5,South Australia,white,Yalumba,2018,60f33dad00b871aef20208c1
United States,Riva Ranch Chardonnay 2018,705,18.29,4,Arroyo Seco,white,Wente,2018,60f33dad00b871aef20208c2
Spain,Blanco Fermentado en Barrica 2018,707,9.9,3.7,Rioja,white,Muga,2018,60f33dad00b871aef20208c3
Israel,Mount Hermon White 2017,708,12.14,3.7,Galilee,white,Hermon,2017,60f33dad00b871aef20208c4
Italy,Lighea 2018,710,11.5,4,Terre Siciliane,white,Donnafugata,2018,60f33dad00b871aef20208c5
United States,Chardonnay 2018,710,22.35,3.9,Napa Valley,white,Black Stallion,2018,60f33dad00b871aef20208c6
Italy,Cometa 2017,712,32.86,4.1,Menfi,white,Planeta,2017,60f33dad00b871aef20208c7
Italy,Pinot Grigio 2018,714,18.19,4,Colli Orientali del Friuli,white,Livio Felluga,2018,60f33dad00b871aef20208c8
Argentina,Chardonnay 2017,714,27.9,4.2,Mendoza,white,Catena Alta,2017,60f33dad00b871aef20208c9
Italy,Pinot Grigio 2017,716,8.19,3.5,delle Venezie,white,Kris,2017,60f33dad00b871aef20208ca
France,Chardonnay 2018,719,8.25,3.4,"Pays d'Oc",white,Laroche,2018,60f33dad00b871aef20208cb
United States,Dry Riesling 2012,724,12.49,3.7,Columbia Valley,white,Chateau Ste. Michelle,2012,60f33dad00b871aef20208cc
South Africa,Chenin Blanc (Free-Run Steen) 2017,727,7.19,3.6,Coastal Region,white,MAN,2017,60f33dad00b871aef20208cd
United States,Central Coast Chardonnay 2013,728,24.95,3.7,Central Coast,white,William Hill,2013,60f33dad00b871aef20208ce
France,Mâcon-Villages 2018,731,11.4,3.8,Mâcon-Villages,white,Joseph Drouhin,2018,60f33dad00b871aef20208cf
France,Mâcon-Villages 2018,731,13.6,3.8,Mâcon-Villages,white,Joseph Drouhin,2018,60f33dad00b871aef20208d0
France,Pouilly-Fumé 2018,737,32.9,4,Pouilly-Fumé,white,de Ladoucette,2018,60f33dad00b871aef20208d1
Spain,Terras Gauda O Rosal 2019,741,12.41,4.1,Rías Baixas,white,Terras Gauda,2019,60f33dad00b871aef20208d2
Italy,Schulthauser Weissburgunder (Pinot Bianco) 2018,748,11.54,3.8,Südtirol - Alto Adige,white,St. Michael-Eppan,2018,60f33dad00b871aef20208d3
Moldova,Pinot Grigio de Purcari 2018,756,10.98,4.2,South Eastern,white,Château Purcari,2018,60f33dad00b871aef20208d4
Italy,"Leone d'Almerita (Tenuta Regaleali) 2018",757,8.9,3.8,Terre Siciliane,white,"Tasca d'Almerita",2018,60f33dad00b871aef20208d5
Germany,Riesling Trocken 2018,757,11.5,3.9,Rheinhessen,white,Wittmann,2018,60f33dad00b871aef20208d6
France,Riesling Alsace Cuvée Frédéric Emile 2011,760,44.61,3.9,Alsace,white,Trimbach,2011,60f33dad00b871aef20208d7
Australia,Hard Chard 2019,761,8.79,3.6,South Eastern Australia,white,19 Crimes,2019,60f33dad00b871aef20208d8
Italy,Mongris Collio Pinot Grigio 2017,762,12.33,3.7,Collio,white,Marco Felluga,2017,60f33dad00b871aef20208d9
Italy,Umbria Bianco 2018,764,7.45,3.6,Umbria,white,Santa Cristina,2018,60f33dad00b871aef20208da
South Africa,Chardonnay 2017,768,39.8,4.1,Hemel-en-Aarde Valley,white,Hamilton Russell Vineyards,2017,60f33dad00b871aef20208db
Spain,Sauvignon Blanc 2018,772,8.25,3.8,Rueda,white,Marqués de Riscal,2018,60f33dad00b871aef20208dc
France,Condrieu 2016,776,52.01,4,Condrieu,white,E. Guigal,2016,60f33dad00b871aef20208dd
Australia,The Hermit Crab Viognier - Marsanne 2016,780,13.15,3.8,McLaren Vale,white,"d'Arenberg",2016,60f33dad00b871aef20208de
Italy,Orvieto Classico Bianco 2017,792,6.54,3.7,Orvieto,white,Ruffino,2017,60f33dad00b871aef20208df
Germany,GB Sauvage Riesling 2018,795,9.65,3.7,Rheingau,white,Georg Breuer,2018,60f33dad00b871aef20208e0
Italy,San Vincenzo 2018,796,12.19,3.8,Veneto,white,Anselmi,2018,60f33dad00b871aef20208e1
Italy,Verdicchio Del Castelli Di Jesi Classico 2018,798,7.55,3.5,Verdicchio dei Castelli di Jesi,white,Moncaro,2018,60f33dad00b871aef20208e2
Spain,Viña Esmeralda 2019,806,7.45,4,Catalunya,white,Torres,2019,60f33dad00b871aef20208e3
Spain,Capellanía 2014,807,22.85,4.1,Rioja,white,Marqués de Murrieta,2014,60f33dad00b871aef20208e4
Germany,Riesling Trocken 2018,817,13.9,4,Rheingau,white,Robert Weil,2018,60f33dad00b871aef20208e5
Spain,Sauvignon Blanc 2018,827,10.89,4.1,Rueda,white,José Pariente,2018,60f33dad00b871aef20208e6
Portugal,Esporão Reserva Branco 2018,827,13.47,4.1,Alentejo,white,Esporão,2018,60f33dad00b871aef20208e7
South Africa,Chardonnay 2014,830,36.79,4.1,Hemel-en-Aarde Valley,white,Hamilton Russell Vineyards,2014,60f33dad00b871aef20208e8
United States,AVETA Sauvignon Blanc 2016,837,29.77,4.1,Napa Valley,white,"Stag's Leap Wine Cellars",2016,60f33dad00b871aef20208e9
Portugal,Douro Redoma Branco 2017,838,19.42,4.1,Douro,white,Niepoort,2017,60f33dad00b871aef20208ea
Brazil,"Da'Divas Chardonnay 2015",844,14.57,3.6,Encruzilhada do Sul,white,Lidio Carraro,2015,60f33dad00b871aef20208eb
Chile,Max Reserva Chardonnay 2016,848,13.16,3.7,Aconcagua Valley,white,Errazuriz,2016,60f33dad00b871aef20208ec
Germany,Saar Riesling 2015,859,12.45,3.8,Mosel,white,Van Volxem,2015,60f33dad00b871aef20208ed
Spain,San Valentín Parellada 2019,861,5.49,4.2,Catalunya,white,Torres,2019,60f33dad00b871aef20208ee
Italy,Regaleali Bianco Sicilia 2018,868,7.7,3.7,Terre Siciliane,white,"Tasca d'Almerita",2018,60f33dad00b871aef20208ef
New Zealand,Sauvignon Blanc 2019,873,11.45,3.8,Marlborough,white,Stoneleigh,2019,60f33dad00b871aef20208f0
Spain,Verdeo Verdejo 2018,878,7.75,3.7,Rueda,white,Torres,2018,60f33dad00b871aef20208f1
Chile,120 Reserva Especial Chardonnay 2018,879,7.8,3.3,Central Valley,white,Santa Rita,2018,60f33dad00b871aef20208f2
France,Chablis ‘Saint Martin’ 2017,894,25.24,3.8,Chablis,white,Domaine Laroche,2017,60f33dad00b871aef20208f3
United States,Chardonnay 2018,898,14.36,3.8,California,white,Bogle,2018,60f33dad00b871aef20208f4
France,Sauvignon Blanc Attitude 2018,901,12.51,3.8,Touraine,white,Pascal Jolivet,2018,60f33dad00b871aef20208f5
United States,Santa Barbara County Chardonnay 2016,901,28.9,4.1,Santa Barbara County,white,Sandhi,2016,60f33dad00b871aef20208f6
France,Chablis 2018,904,19.79,3.8,Chablis,white,William Fèvre,2018,60f33dad00b871aef20208f7
Argentina,Torrontes 2015,905,8.4,3.5,Salta,white,Alamos,2015,60f33dad00b871aef20208f8
Italy,Chardonnay Puglia 2018,906,9.56,3.6,Puglia,white,Tormaresca,2018,60f33dad00b871aef20208f9
Italy,"Leone d'Almerita (Tenuta Regaleali) 2017",923,9.59,3.9,Terre Siciliane,white,"Tasca d'Almerita",2017,60f33dad00b871aef20208fa
Italy,Is Argiolas Vermentino di Sardegna 2018,930,10.7,4,Vermentino di Sardegna,white,Argiolas,2018,60f33dad00b871aef20208fb
Spain,Albariño 2018,930,14.38,3.9,Rías Baixas,white,Lagar de Cervera,2018,60f33dad00b871aef20208fc
South Africa,Chardonnay (1685 Series) 2018,949,10.66,3.8,Western Cape,white,Boschendal,2018,60f33dad00b871aef20208fd
Spain,Rueda Verdejo 2017,950,5.99,3.5,Rueda,white,Marqués de Cáceres,2017,60f33dad00b871aef20208fe
United States,Dry Riesling 2017,953,10.18,3.7,Columbia Valley,white,Chateau Ste. Michelle,2017,60f33dad00b871aef20208ff
Italy,La Segreta Il Bianco 2018,961,7.5,3.7,Sicilia,white,Planeta,2018,60f33dad00b871aef2020900
Italy,Sharis 2018,976,14.4,3.8,delle Venezie,white,Livio Felluga,2018,60f33dad00b871aef2020901
Argentina,Chardonnay 2018,979,15.79,4,Mendoza,white,Catena,2018,60f33dad00b871aef2020902
New Zealand,Sauvignon Blanc 2018,991,17.95,4.1,Marlborough,white,Greywacke,2018,60f33dad00b871aef2020903
France,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,1001,39.9,4.1,Pessac-Léognan,white,Château Carbonnieux,2016,60f33dad00b871aef2020904
France,Classic Riesling 2015,1006,13.6,3.7,Alsace,white,Hugel,2015,60f33dad00b871aef2020905
Greece,Retsina N.V.,1011,3.95,2.6,Macedonia,white,Tsantali,NaN,60f33dad00b871aef2020906
France,Petit Bourgeois Sauvignon Blanc 2018,1011,9.95,3.7,Val de Loire,white,Henri Bourgeois,2018,60f33dad00b871aef2020907
United States,Chardonnay 2016,1023,12.51,3.6,Monterey,white,Hess Select,2016,60f33dad00b871aef2020908
Italy,Vintage Tunina 2015,1036,48.76,4.3,Venezia Giulia,white,Jermann,2015,60f33dad00b871aef2020909
Chile,Medalla Real Gran Reserva Chardonnay 2017,1059,13.15,3.8,Leyda Valley,white,Santa Rita,2017,60f33dad00b871aef202090a
Germany,Eins Zwei Dry Riesling 2017,1060,12.19,3.8,Rheingau,white,Leitz,2017,60f33dad00b871aef202090b
Italy,Falanghina 2018,1066,9.25,3.7,Falanghina del Sannio,white,Feudi di San Gregorio,2018,60f33dad00b871aef202090c
Spain,Gewürztraminer Somontano 2018,1075,9.99,4.1,Somontano,white,Viñas del Vero,2018,60f33dad00b871aef202090d
Australia,Hard Chard 2018,1082,8.9,3.7,South Eastern Australia,white,19 Crimes,2018,60f33dad00b871aef202090e
New Zealand,Sauvignon Blanc 2019,1085,13.79,4.1,Marlborough,white,The Ned,2019,60f33dad00b871aef202090f
Italy,La Segreta Il Bianco 2017,1087,8.4,3.5,Sicilia,white,Planeta,2017,60f33dad00b871aef2020910
United States,Chardonnay 2018,1100,8.72,3.4,California,white,Woodbridge by Robert Mondavi,2018,60f33dad00b871aef2020911
Italy,Chardonnay 2018,1116,22.8,4.2,Menfi,white,Planeta,2018,60f33dad00b871aef2020912
United States,Chardonnay 2013,1121,35.5,3.7,Napa Valley,white,Robert Mondavi,2013,60f33dad00b871aef2020913
Italy,EDDA Bianco 2018,1130,11.45,4.1,Salento,white,San Marzano,2018,60f33dad00b871aef2020914
Portugal,Alvarinho 2019,1160,13.26,4.1,Monção e Melgaço,white,Soalheiro,2019,60f33dad00b871aef2020915
Argentina,Chardonnay 2016,1179,25.9,4.2,Mendoza,white,Catena Alta,2016,60f33dad00b871aef2020916
Spain,Albariño 2016,1183,19.87,3.8,Rías Baixas,white,Pazo Barrantes,2016,60f33dad00b871aef2020917
New Zealand,Cellar Selection Marlborough Sauvignon Blanc 2019,1185,9.65,3.9,Marlborough,white,Sileni Estates,2019,60f33dad00b871aef2020918
Chile,Chardonnay 2017,1190,16.74,3.9,Limarí Valley,white,Marques de Casa Concha,2017,60f33dad00b871aef2020919
Austria,Grüner Veltliner Federspiel Terrassen 2018,1204,6.73,3.7,Wachau,white,Domäne Wachau,2018,60f33dad00b871aef202091a
Austria,Duett 2018,1204,6.81,3.8,Wagram,white,Leth,2018,60f33dad00b871aef202091b
France,Chablis ‘Saint Martin’ 2018,1216,24.99,3.8,Chablis,white,Domaine Laroche,2018,60f33dad00b871aef202091c
Portugal,Alvarinho Deu La Deu 2018,1219,9.55,3.8,Monção e Melgaço,white,Adega de Monção,2018,60f33dad00b871aef202091d
Italy,Pinot Grigio 2018,1248,5.32,3.7,Terre Siciliane,white,Barone Montalto,2018,60f33dad00b871aef202091e
France,Gewürztraminer Alsace 2016,1254,16.9,3.9,Alsace,white,Trimbach,2016,60f33dad00b871aef202091f
France,Chablis ‘Les Chanoines’ 2018,1267,21.99,3.7,Chablis,white,Laroche,2018,60f33dad00b871aef2020920
Spain,Verdejo Rueda 2018,1286,8.24,3.8,Rueda,white,Ramón Bilbao,2018,60f33dad00b871aef2020921
Italy,Pfefferer 2019,1332,8.72,4.2,Trentino-Alto Adige,white,Colterenzio (Schreckbichl),2019,60f33dad00b871aef2020922
Italy,Costamolino Vermentino di Sardegna 2018,1358,9.5,3.8,Vermentino di Sardegna,white,Argiolas,2018,60f33dad00b871aef2020923
New Zealand,Sauvignon Blanc 2019,1375,6.77,4.1,Marlborough,white,Nau Mai,2019,60f33dad00b871aef2020924
United States,Chardonnay 2016,1423,65.9,4.4,Napa Valley,white,Chateau Montelena,2016,60f33dad00b871aef2020925
France,Pouilly-Fuissé 2017,1424,28.13,4,Pouilly-Fuissé,white,Louis Jadot,2017,60f33dad00b871aef2020926
France,Gentil 2017,1462,12.03,3.8,Alsace,white,Hugel,2017,60f33dad00b871aef2020927
New Zealand,Sauvignon Blanc 2018,1466,10.95,4.2,Marlborough,white,Silver Moki,2018,60f33dad00b871aef2020928
Italy,Arneis Langhe Blangé 2018,1476,16.47,4,Langhe,white,Ceretto,2018,60f33dad00b871aef2020929
New Zealand,Sauvignon Blanc 2018,1481,10.45,4,Marlborough,white,Greyrock,2018,60f33dad00b871aef202092a
Spain,Verdejo 2018,1493,5.7,3.6,Rueda,white,Cune (CVNE),2018,60f33dad00b871aef202092b
France,Chablis 2017,1525,21.35,3.8,Chablis,white,William Fèvre,2017,60f33dad00b871aef202092c
France,Domaine Sainte Claire Chablis 2018,1554,19.2,3.9,Chablis,white,Jean-Marc Brocard,2018,60f33dad00b871aef202092d
Germany,Gelblack Riesling Trocken 2018,1590,14.51,4.1,Rheingau,white,Schloss Johannisberg,2018,60f33dad00b871aef202092e
United States,"Founders' Estate Chardonnay 2016",1637,11.6,3.7,California,white,Beringer,2016,60f33dad00b871aef202092f
Argentina,Chardonnay 2017,1646,13.55,3.9,Mendoza,white,Catena,2017,60f33dad00b871aef2020930
France,Belleruche Côtes-du-Rhône Blanc 2017,1675,10.91,3.7,Côtes-du-Rhône,white,M. Chapoutier,2017,60f33dad00b871aef2020931
France,Drouhin - Vaudon Chablis Réserve De Vaudon 2018,1721,21.34,4,Chablis,white,Joseph Drouhin,2018,60f33dad00b871aef2020932
United States,Riesling 2018,1783,9.4,3.8,Columbia Valley,white,Chateau Ste. Michelle,2018,60f33dad00b871aef2020933
United States,Kung Fu Girl Riesling 2018,1791,16.92,3.8,Ancient Lakes of Columbia Valley,white,Charles Smith,2018,60f33dad00b871aef2020934
United States,Morning Fog Chardonnay 2018,1823,10.32,3.9,Livermore Valley,white,Wente,2018,60f33dad00b871aef2020935
Chile,Chardonnay 2016,1846,12.5,3.8,Casablanca Valley,white,Montes Alpha,2016,60f33dad00b871aef2020936
France,Pouilly-Fumé 2017,1903,68,4.1,Pouilly-Fumé,white,de Ladoucette,2017,60f33dad00b871aef2020937
Spain,Rías Baixas Albariño 2018,2021,7.95,3.8,Rías Baixas,white,Martin Codax,2018,60f33dad00b871aef2020938
United States,Chardonnay 2018,2034,39.9,4.3,Los Carneros,white,Rombauer Vineyards,2018,60f33dad00b871aef2020939
Portugal,Contacto Alvarinho 2018,2068,8.9,3.8,Monção e Melgaço,white,Anselmo Mendes,2018,60f33dad00b871aef202093a
Spain,Blanco 2018,2100,5.9,3.7,Rioja,white,El Coto,2018,60f33dad00b871aef202093b
Argentina,Chardonnay 2017,2151,6.95,3.6,Mendoza,white,Alamos,2017,60f33dad00b871aef202093c
Chile,Sauvignon Blanc (Reserva) 2018,2401,7.96,3.5,Casablanca Valley,white,Casillero del Diablo,2018,60f33dad00b871aef202093d
France,Chablis 2015,2487,22.39,3.8,Chablis,white,William Fèvre,2015,60f33dad00b871aef202093e
New Zealand,Sauvignon Blanc 2019,2504,7.79,4,Marlborough,white,Brancott Estate,2019,60f33dad00b871aef202093f
New Zealand,Sauvignon Blanc 2018,2554,14.95,4.1,Marlborough,white,The Ned,2018,60f33dad00b871aef2020940
New Zealand,Sauvignon Blanc 2019,3054,26.7,4.2,Marlborough,white,Cloudy Bay,2019,60f33dad00b871aef2020941
United States,Morning Fog Chardonnay 2016,3374,14.29,3.9,Livermore Valley,white,Wente,2016,60f33dad00b871aef2020942
Italy,I Frati Lugana 2019,3479,11.2,4.2,Lugana,white,Cà dei Frati,2019,60f33dad00b871aef2020943
Italy,Villa Antinori Toscana Bianco 2018,4064,8.68,3.9,Toscana,white,Antinori,2018,60f33dad00b871aef2020944
New Zealand,Private Bin Sauvignon Blanc 2019,4082,10.6,4.1,Marlborough,white,Villa Maria,2019,60f33dad00b871aef2020945
Spain,Blanco (Verdejo) 2018,4155,6.3,3.7,Rueda,white,Marqués de Riscal,2018,60f33dad00b871aef2020946
New Zealand,Sauvignon Blanc 2019,4423,10.66,4,Marlborough,white,Oyster Bay,2019,60f33dad00b871aef2020947
Portugal,Vinho Verde Sweet N.V.,4609,5.05,4,Vinho Verde,white,Casal Garcia,NaN,60f33dad00b871aef2020948
New Zealand,Sauvignon Blanc 2018,5105,14.9,3.9,Marlborough,white,Kim Crawford,2018,60f33dad00b871aef2020949
New Zealand,Sauvignon Blanc 2019,5817,7.75,4.2,Marlborough,white,Hans Greyl,2019,60f33dad00b871aef202094a
Portugal,Vinho Verde Branco N.V.,62980,4.35,3.7,Vinho Verde,white,Casal Garcia,NaN,60f33dad00b871aef202094b
